filepaths,quality,class
o m e l e t \ o m e l e t _ g o o d \ 5 9 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 0 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 1 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 2 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 3 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 4 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 5 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 6 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 7 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 6 8 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 7 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 8 . j p g , 0 , 9

o m e l e t \ o m e l e t _ g o o d \ 9 . j p g , 0 , 9

t e a \ t e a _ b a d \ 0 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 0 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 1 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 2 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 3 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 4 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 5 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 6 . j p g , 1 , 7

t e a \ t e a _ b a d \ 1 7 . j p g , 1 , 7

t e a \ t e a _ b a d \ 2 . j p g , 1 , 7

t e a \ t e a _ b a d \ 3 . j p g , 1 , 7

t e a \ t e a _ b a d \ 4 . j p g , 1 , 7

t e a \ t e a _ b a d \ 5 . j p g , 1 , 7

t e a \ t e a _ b a d \ 6 . j p g , 1 , 7

t e a \ t e a _ b a d \ 7 . j p g , 1 , 7

t e a \ t e a _ b a d \ 8 . j p g , 1 , 7

t e a \ t e a _ b a d \ 9 . j p g , 1 , 7

t e a \ t e a _ g o o d \ 0 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 0 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 1 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 2 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 3 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 4 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 5 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 6 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 7 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 8 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 1 9 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 0 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 1 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 2 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 3 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 4 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 5 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 6 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 7 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 8 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 2 9 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 0 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 1 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 2 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 3 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 4 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 5 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 6 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 7 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 8 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 3 9 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 4 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 4 0 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 4 1 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 4 2 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 4 3 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 4 4 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 5 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 6 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 7 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 8 . j p g , 0 , 7

t e a \ t e a _ g o o d \ 9 . j p g , 0 , 7

